"NO","Name","District","Address","Name_Per","Telephone","twd97X","twd97Y","wgs84aX","wgs84aY"
"5.931102103E9","四季寶健保藥局","淡水區","新北市淡水區新市一路3段117-1號(含夾層)","林怡君","02-26283199","295031.58","2786137.8","121.446783966512","25.183143275913"
"5.931102014E9","池慶藥局","淡水區","新北市淡水區中山北路2段176號1樓","邱志勇","02-26238852","294800.23","2786310.39","121.444494314446","25.1847083110357"
"5.931101704E9","聖天藥局","淡水區","新北市淡水區重建街218號","蔡宜樺","02-26215677","294482.51","2785212.1","121.441306321209","25.1748024158346"
"5.931231127E9","杏家藥局","八里區","新北市八里區中華路2段256號1樓","侯若家","02-26105369","290863.55","2782421.59","121.405320483656","25.1497125062563"
"5.931130278E9","信豐藥局","土城區","新北市土城區農豐街12號","陳淑芬","02-22609764","294671.24","2762955.97","121.442456013632","24.9738680823381"
"5.931171313E9","林口啄木鳥藥局","林口區","新北市林口區仁愛路2段80號","陳長志","02-26027547","288745.35","2774196.84","121.384078630186","25.0755151908007"
"5.931171411E9","康旭藥局","林口區","新北市林口區麗園一街6巷9號1樓-3","楊宗和","02-26007807","287847.86","2773733.62","121.375169271524","25.071355890028"
"5.931010342E9","宏達大藥局","板橋區","新北市板橋區莒光路17號","李定","02-22528993","297430.29","2768604.55","121.469976892418","25.0247801427384"
"5.931112234E9","安泰藥局","汐止區","新北市汐止區連興街114號1樓","紀慧瑩","02-25158069","315950.61","2772897.36","121.653688251847","25.0628410573759"
"5.931121377E9","瑞中藥局","瑞芳區","新北市瑞芳區明燈路3段5-1號1樓","杜建忠","02-24977879","331575.52","2777920.83","121.80884608273","25.107427356454"
"5.931120094E9","宏和藥局","瑞芳區","新北市瑞芳區三爪子坑路123號","葉秀春","02-24973126","331735.92","2777869.74","121.81043330023","25.1069574223616"
"5.931121386E9","瑞光藥局","瑞芳區","新北市瑞芳區明燈路3段70號1樓","林煒智","02-24972070","331345.01","2777997.89","121.806565272796","25.1081354290375"
"5.931121368E9","永展藥局","瑞芳區","新北市瑞芳區民權街6巷1-1號1樓","林幸宜","02-24960500","331463.06","2777826.08","121.807725499311","25.1065780999073"
"5.931042282E9","慈光藥局","中和區","新北市中和區南山路117號","林鴻麟","02-22493382","300684.62","2765579.53","121.502111374229","24.9973647321495"
"5.931040564E9","宜生藥局","中和區","新北市中和區莊敬路33巷3弄2號","李勝坤","02-22490159","300463.27","2766561","121.499954478754","25.006232890356"
"5.931040153E9","上仁藥局","中和區","新北市中和區中山路2段131巷11-1號","魏于力","02-22480074","300758.32","2766137.11","121.502861941577","25.0023961254073"
"5.931040402E9","健星藥局","中和區","新北市中和區景平路754號","蔡鳳釵","02-22403437","300116.13","2766374.99","121.49650867813","25.0045650876448"
"5.931161497E9","苗園健保特約藥局","泰山區","新北市泰山區全興路161號1樓","黃介宏","02-22970736","293804.6","2772072.06","121.43416170006","25.0561942879592"
"5.931142643E9","知達健保藥局","蘆洲區","新北市蘆洲區長榮路502號1樓","陳翊齊","02-22897753","296362.48","2775794.97","121.459638595552","25.089728456487"
"5.931142876E9","中美永結藥局","蘆洲區","新北市蘆洲區長安街185號1樓","黃升佑","02-22887676","296454.54","2774905.31","121.460521135123","25.0816937780997"
"5.931142867E9","微笑杏鄰藥局","蘆洲區","新北市蘆洲區中正路15號1樓","莊嬿芯","02-22887076","297549.87","2774931.32","121.471380139379","25.0818945791676"
"5.93114275E9","信義萊康藥局","蘆洲區","新北市蘆洲區信義路260號1樓","唐筑怡","02-22885256","298244.33","2775475.46","121.478283490648","25.0867849783293"
"5.931142241E9","永恩健康藥局","蘆洲區","新北市蘆洲區民族路414號1樓","陳彥光","02-22880379","297849.98","2776012.45","121.474392869032","25.0916454616743"
"5.93102074E9","忠民藥局","三重區","新北市三重區車路頭街162號1樓","陳忠富","02-22868489","298805.17","2774328.91","121.483802722887","25.0764159182837"
"5.931024908E9","力行德榮藥局","三重區","新北市三重區力行路2段170號1樓","柯子詒","02-22867170","298727.38","2774392.01","121.483033880547","25.0769881268777"
"5.931141744E9","慶明藥局","蘆洲區","新北市蘆洲區中山二路46巷4號2樓","潘美如","02-22855740","297867.81","2774966.73","121.474533170643","25.0822042188729"
"5.931142161E9","廷升藥局","蘆洲區","新北市蘆洲區中正路122號1樓","謝樺劻","02-22827670","297351.86","2775257.85","121.469428503932","25.0848487034251"
"5.931142858E9","愛佳健保藥局","蘆洲區","新北市蘆洲區長榮路96號1樓","錢威鳴","02-22825835","296621.73","2775149.58","121.462186802475","25.0838939410139"
"5.931141913E9","隆生藥局","蘆洲區","新北市蘆洲區民族路52號1樓","蔡榮生","02-22814653","298116.17","2775219.06","121.477004017446","25.0844742925328"
"5.931142321E9","全家藥粧藥局","蘆洲區","新北市蘆洲區光華路6號1樓","陳宏駿","02-22811215","297392.88","2775122.17","121.469830461806","25.0836224295007"
"5.93102511E9","慈惠藥局","三重區","新北市三重區仁愛街516號1樓及2樓","王翠琴","02-22809009","299133.96","2774949.88","121.4870840655","25.0820113501637"
"5.93106785E9","聯合藥局","新莊區","新北市新莊區新泰路194號2樓","陳蓓琳","02-22796464","295131.42","2770092.84","121.447247185942","25.0382868041392"
"5.931015687E9","正康健保藥局","板橋區","新北市板橋區大觀路2段65號1樓","鄭錦霖","02-22756681","295086.59","2766124.91","121.446673255141","25.0024653321674"
"5.931132889E9","活力藥局","土城區","新北市土城區學府路1段158號1樓","李家慶","02-22748877","295865.05","2764398.61","121.454327971997","24.9868567376912"
"5.931132647E9","舒民藥局","土城區","新北市土城區明德路1段35號2樓","邱玉佳","02-22748654","296971.56","2764239.1","121.465283127957","24.9853828635323"
"5.931132816E9","大康藥局","土城區","新北市土城區學府路1段72號2樓","李宛嬪","02-22738004","296098.33","2764558.41","121.456644040704","24.988292402401"
"5.931014993E9","景好藥師藥局","板橋區","新北市板橋區國光路182號1樓","許淑清","02-22724728","296513.58","2767886.56","121.460869425115","25.0183265368771"
"5.93113017E9","民亨藥局","土城區","新北市土城區學成路172號","楊碧連","02-22701485","295217.12","2764632.08","121.447917504823","24.9889840514773"
"5.931133313E9","貓頭鷹藥妝藥局","土城區","新北市土城區中央路3段88號、90號1樓","李有晏","02-22695659","294030.7","2762195.53","121.436087627539","24.9670213769681"
"5.931132683E9","家庭藥師連鎖藥局","土城區","新北市土城區裕生路23號1樓","陳韋萱","02-22663601","295249.62","2764441.13","121.448233192668","24.9872591536298"
"5.931132781E9","德隆藥局","土城區","新北市土城區裕民路153號1樓","張雅媚","02-22656056","295653.57","2764297.77","121.452229800096","24.9859527139488"
"5.931132629E9","育佳藥局","土城區","新北市土城區金城路2段242巷7號1樓","林信孝","02-22645692","296177.82","2763975.38","121.457411996954","24.9830262883008"
"5.931132307E9","廣昇健保藥師藥局","土城區","新北市土城區明德路1段53號","黃文財","02-22638300","296972.24","2764170.5","121.465287449587","24.9847635149527"
"5.93113287E9","健群藥局","土城區","新北市土城區裕民路80號2樓","程國珍","02-22634747","295416.71","2764436.6","121.449888187922","24.9872132527791"
"5.931132665E9","埔銓藥局","土城區","新北市土城區裕民路164號1樓","楊均塏","02-22630230","295652.85","2764268.2","121.452221750332","24.9856858372074"
"5.931132601E9","吉城大藥局","土城區","新北市土城區學府路1段205號1樓","鄧博駿","02-22626870","295606.66","2764146.58","121.451760167114","24.9845892090256"
"5.93113295E9","美康藥妝藥局","土城區","新北市土城區延吉街254號1樓","許家榮","02-22616868","297079.69","2764157.92","121.466351363135","24.9846465288859"
"5.931133037E9","國安健保藥局","土城區","新北市土城區延和路109號1樓","巫宜潔","02-22614933","297220.94","2764787.7","121.467772080412","24.990327861042"
"5.931011938E9","正吉藥局","板橋區","新北市板橋區莊敬路241號1樓","郭祈明","02-22595183","297738.21","2768246.51","121.473015515995","25.021538095693"
"5.931015721E9","新進發大藥局","板橋區","新北市板橋區大同街24號1樓","張羿鑫","02-22593926","298218.38","2768861.3","121.477794667923","25.0270731835417"
"5.931016371E9","廣信健保藥局","板橋區","新北市板橋區四維路304號1樓","曾志崴","02-22592918","296690.89","2769141.83","121.462668770395","25.0296536777726"
"5.931016317E9","正陽藥局","板橋區","新北市板橋區雙十路2段116號1樓","李曉玲","02-22592667","297860.4","2769044.81","121.474253941458","25.0287412726931"
"5.931016362E9","濟安堂藥局","板橋區","新北市板橋區民治街117號1樓","王南淵","02-22587973","298273.61","2769302.51","121.478357366329","25.0310546902027"
"5.931016675E9","上嘉藥局","板橋區","新北市板橋區四維路296號1樓","何慧民","02-22582278","296706.5","2769109.28","121.462822350688","25.0293593900099"
"5.931015285E9","廣安健保藥師藥局","板橋區","新北市板橋區四維路355號1樓","蔡盈豪","02-22580963","296642.58","2769189.79","121.462191695117","25.0300882327956"
"5.931016111E9","京躍藥局","板橋區","新北市板橋區新海路86號1樓","李璟旻","02-22580669","296599.98","2768299.51","121.461739426313","25.0220520297436"
"5.931016139E9","莊敬健康人生藥局","板橋區","新北市板橋區莊敬路87號1樓","陳怡卉","02-22570028","297717.57","2768790.61","121.472829824781","25.0264508873454"
"5.931017109E9","躍獅莒光藥局","板橋區","新北市板橋區莒光路58號1樓","黃盛群","02-22556743","297523.69","2768541.58","121.470900160042","25.0242087089207"
"5.931016568E9","廣欣藥師藥局","板橋區","新北市板橋區雙十路3段52號1樓","林澤良","02-22540613","297529.35","2769341.15","121.470983864846","25.0314271326656"
"5.931014831E9","詠濟藥局","板橋區","新北市板橋區幸福路23號","楊聰義","02-22536951","296610.02","2768097.28","121.461832146614","25.0202259176705"
"5.931015641E9","廣明藥局","板橋區","新北市板橋區莒光路93號1樓","鄭信福","02-22536325","297666.1","2768527.88","121.472310833966","25.0240805578381"
"5.931016924E9","裕苠藥局","板橋區","新北市板橋區裕民街6號","李致遠","02-22535227","296661.02","2769093.03","121.462371073242","25.0292140481521"
"5.931016497E9","金弘藥局","板橋區","新北市板橋區莒光路29號1樓","陳錦華","02-22531918","297457.01","2768589.73","121.470241168372","25.0246455386002"
"5.931016237E9","幸福健保藥局","板橋區","新北市板橋區四維路106號1樓","陳永昇","02-22530009","296996.03","2768580.09","121.465673193048","25.0245728995166"
"5.931081378E9","鶯歌宏達藥局","鶯歌區","新北市鶯歌區國慶街138號1樓","李翰","02-22528993","285423.82","2760669.27","121.350806014171","24.9534671256633"
"5.931016737E9","必生好藥局","板橋區","新北市板橋區松柏街67號1樓","張光毅","02-22511057","298067.15","2769257.39","121.476309968487","25.030653886947"
"5.931016308E9","嘉恩健保藥局","板橋區","新北市板橋區陽明街40號2樓","蘇俊穎","02-22509566","297019.23","2768292.11","121.465893292417","25.0219722274096"
"5.931016639E9","佳聯藥局","板橋區","新北市板橋區陽明街297號1樓","周凡懿","02-22506255","296597.73","2768801.18","121.461734094416","25.0265812141694"
"5.931016004E9","晴天藥局","板橋區","新北市板橋區文化路1段116號2樓","宋浩辰","02-22506165","296604.68","2767513.23","121.461759496022","25.0149533055527"
"5.93101646E9","力安藥局","板橋區","新北市板橋區莒光路196巷8號1樓","林郁翔","02-22503349","297813.82","2768358.72","121.473768563475","25.0225487246778"
"5.93101654E9","新海藥局","板橋區","新北市板橋區新海路122號1、2樓","洪紹智","02-22500190","296544.68","2768395.29","121.461194747947","25.0229184282857"
"5.931043565E9","一安藥妝藥局","中和區","新北市中和區中和路9號1、2樓","許毅竑","02-22483778","300445.57","2766115.89","121.499762899061","25.0022149939451"
"5.931043556E9","威宏藥局","中和區","新北市中和區復興路262號","林欣儀","02-22458558","300830.89","2764806.26","121.503531932276","24.9903787628864"
"5.931044268E9","冠品藥師藥局","中和區","新北市中和區連城路119號1樓","姚詳權","02-22452129","300095.66","2765791.98","121.496284670872","24.9993023035252"
"5.931042424E9","九崧藥局","中和區","新北市中和區南華路20號1樓","吳輝昇","02-22451379","300772.46","2765402.79","121.502975063034","24.9957661611292"
"5.931044188E9","安和藥師藥局","中和區","新北市中和區錦和路410號1樓","楊桂屏","02-22433708","299560.84","2764715.14","121.490947917934","24.9895981215929"
"5.931044277E9","維康藥局雙和店","中和區","新北市中和區圓通路252號1樓","徐育群","02-22431962","299851.78","2764905.18","121.493836672602","24.991304283073"
"5.931033612E9","澄品藥局","永和區","新北市永和區永利路96號1樓","王子益","02-22329871","302582.47","2766276.22","121.520938571703","25.003589847178"
"5.931033523E9","永奕藥局","永和區","新北市永和區永平路286-1號1樓","趙海淵","02-22327709","301245.43","2767208.91","121.50772737005","25.0120559948657"
"5.93103355E9","欣安大藥局","永和區","新北市永和區福和路221號1樓","李家佑","02-22326685","302374.38","2766704.91","121.518893281348","25.007467277097"
"5.931033578E9","悅美保健藥局","永和區","新北市永和區保生路22巷21號1樓","黃昭瑄","02-22323515","301203.05","2766802.56","121.507292411683","25.0083888498144"
"5.931033783E9","星韻藥局","永和區","新北市永和區福和路88號","簡梅鶯","02-22319592","302747.86","2766774.35","121.52259602663","25.0080812241977"
"5.931033774E9","台化藥局","永和區","新北市永和區勵行街119號1樓","蘇建明","02-22318686","302233.62","2767206.43","121.517517757801","25.0119998542915"
"5.931032428E9","鳳軒藥局","永和區","新北市永和區得和路239號1樓","鄭鳳珠","02-22315937","302523.93","2765896.87","121.520344149846","25.0001671104243"
"5.931043583E9","榮記大藥局","中和區","新北市中和區員山路482號1樓","湯玉玲","02-22239546","298435.63","2766619.74","121.479868703815","25.0068294047755"
"5.931044464E9","健暉藥局","中和區","新北市中和區連城路487號1樓","陳冠甫","02-22231437","298745.08","2765368.56","121.482890302634","24.9955237222777"
"5.931052902E9","耕莘健康人生藥局","新店區","新北市新店區民族路186號1樓","林品琪","02-22194743","304203.61","2763249.85","121.536880032991","24.9762106792102"
"5.931040395E9","旭豐藥局","中和區","新北市中和區民享街４１號","李豪耿","02-22215393","297854.71","2766190.79","121.474098623026","25.0029752098427"
"5.931068722E9","庭安藥局","新莊區","新北市新莊區西盛街172號1樓","徐慧珍","02-22080528","293205.43","2767951.61","121.428094178895","25.0190117711217"
"5.931067565E9","豐年藥局","新莊區","新北市新莊區中正路377巷16號","林敬俊","02-20711823","295030.54","2769612.48","121.446231760796","25.0339531116488"
"5.931067985E9","蘋果藥局","新莊區","新北市新莊區八德街105號","洪嘉男","02-22053933","292816.48","2768184.13","121.424247595976","25.0211220416287"
"5.93106816E9","三大藥局","新莊區","新北市新莊區民安路197號","李世超","02-22030503","293013.08","2768343.7","121.42620058073","25.0225571046353"
"5.931060628E9","錄新藥局","新莊區","新北市新莊區後港一路76巷10弄1號","周碧連","02-22051849","293096.31","2768729.8","121.42703730702","25.0260404826495"
"5.931060351E9","冠仁藥局","新莊區","新北市新莊區四維路126巷6號","王美琴","02-22029415","292692.35","2768522.73","121.423028200965","25.0241825113396"
"5.931060244E9","七安大藥局","新莊區","新北市新莊區民安西路55號1、2樓及57號1樓","李介然","02-22026066","293143.56","2768109.51","121.427486094103","25.0204390711182"
"5.931081305E9","佑家藥局","鶯歌區","新北市鶯歌區中正三路151號1樓","王鐘鎰","02-16798282","284005.37","2759181.51","121.336722571587","24.940067670958"
"5.931052868E9","均安藥局","新店區","新北市新店區民權路89號1樓","杜有義","02-29127861","304288.1","2763976.4","121.537745358315","24.982766933881"
"5.931052797E9","安欣藥局","新店區","新北市新店區北宜路2段26號1樓","陳玉祥","02-22175450","305354.77","2760513.88","121.548172305419","24.9514687014503"
"5.931052813E9","唯客優藥局","新店區","新北市新店區安康路2段216號1樓","蔡富雄","02-22126097","301479","2761380.9","121.509824465912","24.9594325303469"
"5.931052608E9","佑成藥局","新店區","新北市新店區民權路101號1樓","陳祐維","02-86673537","304214.24","2763980.93","121.537014024646","24.9828104953827"
"5.931052626E9","康曜藥師藥局","新店區","新北市新店區安康路2段240號1樓","蘇圯蓁","02-86669660","301416.5","2761349.78","121.509204333283","24.9591537230934"
"5.931052751E9","新康藥局","新店區","新北市新店區北新路1段281號1樓2樓、283號1樓2樓","滕肇緹","02-29178179","304626.67","2762221.19","121.541029688418","24.9669087017185"
"5.931052662E9","康宜庭市公所藥局","新店區","新北市新店區北新路1段285號1樓","陳暉平","02-29151709","304628.53","2762227.01","121.541048260996","24.9669611844576"
"5.931052653E9","正升藥局","新店區","新北市新店區順安街61號1樓","聞偉良","02-29139493","304586.03","2764377.15","121.540712222009","24.9863741971501"
"5.9310525E9","欣美藥局","新店區","新北市新店區寶橋路6巷2號1樓","林正雯","02-29137321","304858.49","2762936.75","121.543353947708","24.9733604682293"
"5.931052724E9","合康大藥局","新店區","新北市新店區中正路263-2號1樓","胡美慧","02-29109888","304387.42","2762957.7","121.538689155551","24.9735665573955"
"5.931052644E9","杏運草藥局","新店區","新北市新店區北新路1段19號1樓","陳眉如","02-24379209","304301.79","2761346.39","121.537777788799","24.9590226965004"
"5.931052742E9","仁心藥局","新店區","新北市新店區中正路402號1樓","陳-琍","02-22186322","303971.57","2763395.11","121.534587456504","24.9775303308288"
"5.931052715E9","陽光健康藥局","新店區","新北市新店區安民街214號","林鑫辰","02-22123919","302242.28","2762798.16","121.51743684644","24.9722015958929"
"5.931090117E9","大和藥局","三峽區","新北市三峽區民生街150號","王聖豪","02-26711010","287585.94","2758619.93","121.372161740157","24.9349132114496"
"5.931070286E9","協安大藥局","樹林區","新北市樹林區鎮前街126號","林志彥","02-26810386","292878.3","2764833.05","121.424756105626","24.9908663110464"
"593106A173","華泰藥局","新莊區","新北市新莊區昌明街80號1樓","宋冠慶","02-89928500","295911.24","2771654.39","121.455026876811","25.0523610774517"
"5.93102537E9","晨星藥局","三重區","新北市三重區五華街123號1樓","陳鳳慈","02-89856533","299572.12","2775177.82","121.491435795141","25.0840549497947"
"5.931025343E9","益成藥局","三重區","新北市三重區正義北路154號3樓-1","許智凱","02-89827261","300090.77","2773212.91","121.496505775539","25.0662986491336"
"5.931025334E9","吉康健保藥局","三重區","新北市三重區三民街279號1樓","林家賦","02-89810122","298336.9","2773418.54","121.479128906469","25.0682122107334"
"5.931025352E9","光興藥局","三重區","新北市三重區正義南路60-4號1樓","陳清松","02-89725780","300279.55","2772583.13","121.498353976984","25.0606067668317"
"5.931025423E9","元力藥局","三重區","新北市三重區三和路2段37-1號1樓","王筱君","02-89723551","300524.82","2773335.69","121.500812565752","25.0673926475474"
"5.931044286E9","好意藥局","中和區","新北市中和區景新街467巷3號1樓","倪意芳","02-89416598","301847.7","2764574.49","121.513595468176","24.9882519363101"
"5.931032964E9","德上藥局","永和區","新北市永和區中正路106號","王燦明","02-89411077","301932.29","2765422.38","121.514465241986","24.9959038003131"
"5.931052215E9","三民藥局","新店區","新北市新店區三民路78號1樓-1","許華誠","02-89146301","303999.74","2762845.83","121.534845065801","24.9725704711578"
"5.931052288E9","正新藥局","新店區","新北市新店區中正路57-1號1樓","王靖薏","02-89145930","304962.89","2762580.66","121.544373769555","24.9701418905795"
"5.931052313E9","欣康藥局","新店區","新北市新店區中正路293號1樓","呂淑薇","02-89113189","304239.45","2763059.48","121.537227611039","24.9744907660036"
"5.931071523E9","蔚海藥局","樹林區","新北市樹林區鎮前街17號1樓","曾威仁","02-86754203","292995.13","2765028.88","121.42591949298","24.9926309742773"
"5.931052251E9","昇育健康藥局","新店區","新北市新店區中央三街115號1樓","林育臣","02-86679631","302978.78","2763273.54","121.524749595821","24.976467830642"
"5.931052386E9","康宜庭民權藥局","新店區","新北市新店區民權路48-2號1樓","林育婷","02-86655371","304488.45","2764009.83","121.539731171537","24.983061530528"
"5.931025245E9","黎明藥師藥局","三重區","新北市三重區三和路4段227號1樓","黎思煒","02-82870958","298552.33","2774709.3","121.481309851739","25.0798582782121"
"5.93114283E9","長榮專業藥局","蘆洲區","新北市蘆洲區長榮路250號2樓","盧瑨鋐","02-82868163","296466","2775359.03","121.460650127987","25.0857896753285"
"5.931142509E9","萊康連鎖藥局","蘆洲區","新北市蘆洲區中正路126號1樓","郭洺愿","02-82867383","297344.18","2775266.98","121.469352753633","25.0849313517614"
"5.931142778E9","芯聯藥局","蘆洲區","新北市蘆洲區民族路210號","簡蘭孋","02-82866873","298398.79","2775569.64","121.479818054589","25.087630273565"
"5.931142698E9","躍獅蘆洲藥局","蘆洲區","新北市蘆洲區長安街329號1樓","王聖豪","02-82824906","296127.01","2775442.14","121.457292336818","25.0865503956454"
"5.931142447E9","三鐵藥局","蘆洲區","新北市蘆洲區信義路226號1樓","劉彥廷","02-82822729","298312.55","2775323.02","121.478954443667","25.0854065627396"
"5.931142616E9","華粲藥局","蘆洲區","新北市蘆洲區民族路90號2樓","邱俊瑋","02-82822026","298209.54","2775271.51","121.477931493964","25.0849448923975"
"5.93114259E9","安而健藥局","蘆洲區","新北市蘆洲區樓厝里中興街54號1樓","劉校瑋","02-82821862","298585.72","2775545.29","121.481670348818","25.0874044949508"
"5.931131908E9","璨鴻藥局","土城區","新北市土城區延和路191號","王朝陽","02-82622588","297366.34","2764790.96","121.46921240578","24.9903527582632"
"5.931050122E9","晨安藥局","新店區","新北市新店區北宜路2段261號1樓","吳信賢","02-82171911","305988.82","2760755.73","121.554460819883","24.9536289124753"
"593106A440","薇妮藥妝藥局","新莊區","新北市新莊區民安路148號1樓","陳昱廷","02-82010817","292846.68","2768609.83","121.424560090657","25.0249644248539"
"593106A431","大樹幸福藥局","新莊區","新北市新莊區幸福路672號1樓","周大鈞","02-29981066","295497.88","2771313.56","121.450918972477","25.049296573639"
"593106A413","新莊至誠藥局","新莊區","新北市新莊區中平路29號2樓","何雅婷","02-29980345","294869.67","2770693.05","121.444672851458","25.0437133095278"
"593106A226","詠康聯合藥局","新莊區","新北市新莊區中榮街66巷1號1樓","劉俐婷","02-29964436","295259.05","2771716.92","121.448565281324","25.0529452287784"
"593106A404","新新藥局","新莊區","新北市新莊區新泰路62號2樓","林建成","02-29945994","295335.95","2769712.5","121.449261434166","25.0348469525806"
"593106A342","真美滿藥局","新莊區","新北市新莊區幸福路729號2樓","李少誠","02-29919473","295325.14","2771288.19","121.449206140473","25.0490726694094"
"593106A182","和昌藥局","新莊區","新北市新莊區中安街15號1樓","莊昌睿","02-29900669","295715.21","2770932.16","121.453060118913","25.0458466890536"
"5.931020697E9","建興藥局","三重區","新北市三重區三民街105號","李世民","02-29888757","298951.32","2772904.73","121.485200783929","25.06355381787"
"5.9310204E9","新迪化中西藥局","三重區","新北市三重區三陽路27號1樓","梁淑貞","02-29884755","298985.12","2772392.19","121.485517580122","25.0589254818794"
"5.931025389E9","五華春天生活藥局","三重區","新北市三重區五華街73號1、2樓","闕鈺人","02-29876838","299678.32","2775051.58","121.492484084759","25.0829116983679"
"5.931025361E9","宗安藥師藥局","三重區","新北市三重區頂崁街208號1樓","黃文鴻","02-29874243","298142.6","2773319.51","121.477199559896","25.0673244072051"
"5.931025218E9","宏原藥局","三重區","新北市三重區中正北路183號1樓","張容甄","02-29871515","298180.49","2773570.83","121.477583943887","25.0695920683807"
"5.93102529E9","康新藥局","三重區","新北市三重區正義北路185號2樓","鄭尊孝","02-29866582","300078.05","2773381.93","121.496385860848","25.067825007668"
"5.931024499E9","信承藥局","三重區","新北市三重區信義西街44號1樓","劉承忠","02-29866476","300246.5","2773024.51","121.498042535055","25.0645926469946"
"5.931025432E9","利民藥局","三重區","新北市三重區自強路1段171號、173號1樓及2樓","許瓈文","02-29852826","299742.44","2773337.91","121.49305771937","25.0674386891091"
"5.931024515E9","陳藥局","三重區","新北市三重區三民街77號","吳秋儀","02-29848601","299014.55","2772835.55","121.485825085823","25.0629271354374"
"5.931025307E9","佑全三重正義藥局","三重區","新北市三重區正義北路207號1、2樓、209號1、2樓","邱雯玲","02-29815341","300058.24","2773452.05","121.496192046301","25.0684587457603"
"5.931024784E9","中華健保藥局","三重區","新北市三重區中華路95號","李秉鴻","02-29813155","298791.7","2772853.95","121.483616953347","25.0631005341871"
"5.931021265E9","享生藥局","三重區","新北市三重區自強路1段207號1樓","塗明德","02-29807539","299586.25","2773452.32","121.491513727963","25.0684766929096"
"5.931024695E9","仁華藥局","三重區","新北市三重區五華街73-1號1樓","羅岳軍","02-29806161","299678.32","2775051.58","121.492484084759","25.0829116983679"
"5.931025281E9","吉盛健保藥局","三重區","新北市三重區頂崁街210巷46號1樓","蔡幸芷","02-29801666","297946.2","2773397.35","121.475255567066","25.0680333818675"
"5.931024775E9","臻曜藥局","三重區","新北市三重區重新路1段129號1樓","何淑容","02-29786003","300458.71","2772867.36","121.500140117512","25.0631668651862"
"5.931025263E9","鴻泰健保藥局","三重區","新北市三重區重新路1段95號1樓","康國鴻","02-29769055","300530.68","2772897.21","121.50085451603","25.0634339021587"
"5.931025236E9","祐銘藥局","三重區","新北市三重區龍門路22號1樓","蘇友良","02-29769001","299971.26","2773843.18","121.495344188477","25.071992659652"
"5.931025174E9","小林健保藥局","三重區","新北市三重區文化北路61-1號1樓","林春先","02-29763895","300312.59","2773200.25","121.498704043808","25.0661770548366"
"5.931024711E9","臻燿藥局","三重區","新北市三重區集美街150號1樓","王奕翔","02-29724765","299409.96","2771749.03","121.489705169878","25.0531051740392"
"5.931025325E9","欣悅藥局","三重區","新北市三重區正義北路210號1樓","廖娸妘","02-29711733","300059.79","2773348.85","121.496203740464","25.0675269707402"
"5.931032919E9","宏安藥局","永和區","新北市永和區中山路1段204號","馮建常","02-29281261","301348.3","2766841.71","121.50873293924","25.0087374514518"
"5.931052395E9","寶輝藥局","新店區","新北市新店區光明街300號1樓","魏寶月","02-29118767","304589.57","2761987.09","121.540652982276","24.9647966066669"
"5.931052368E9","正安藥局","新店區","新北市新店區明德路50號1樓","李政憲","02-29115809","304695.5","2763509.32","121.541762212677","24.9785355198355"
"593106A253","藥-道中西藥局","新莊區","新北市新莊區龍安路24號1樓","蘇秀蓉","02-29083318","291846.76","2768309.91","121.414643154039","25.0222846910546"
"593106A379","輔大美康藥局","新莊區","新北市新莊區中正路510號-1(1樓)","温仕章","02-29013056","293807.14","2769495.93","121.434105021155","25.0329367642713"
"5.93114267E9","陽光幸福藥局","蘆洲區","新北市蘆洲區重陽街88號1樓","黃瓈葶","02-28486566","298628.69","2775227.88","121.482085144291","25.0845375419343"
"5.931112645E9","健成藥局","汐止區","新北市汐止區新興路20號1樓","吳韋志","02-26428989","316223.45","2773089.52","121.65640174853","25.0645638793962"
"5.931171644E9","蛋寶寶藥局","林口區","新北市林口區民有街158號1樓","謝勝宇","02-26097371","287578.5","2774241.97","121.37251316306","25.0759521037942"
"5.931171662E9","大心藥局","林口區","新北市林口區公園路19號1樓","陳志瑋","02-26089305","286990.17","2773318.24","121.366656389194","25.0676270336022"
"5.931171635E9","林康藥局","林口區","新北市林口區文化二路1段222號1樓","歐貴仁","02-26088869","287278.23","2773831.57","121.3695255356","25.0722543501574"
"5.931171671E9","欣穎藥局","林口區","新北市林口區文化二路1段535號1樓","翁夢林","02-26069786","287726.28","2774301.08","121.373979745159","25.076482061562"
"5.931171653E9","普生藥局","林口區","新北市林口區中山路188號1樓-1","王秀珠","02-26024105","289260.41","2774596.02","121.389195616725","25.0791056923563"
"5.931171608E9","榮昌藥局","林口區","新北市林口區仁愛路1段410號","王偉帆","02-26011312","289012.44","2774343.59","121.38673033745","25.0768331197686"
"593106A164","家福健保藥局","新莊區","新北市新莊區福壽街67號2樓","李世翔","02-22942300","296231.02","2771330.59","121.458185281647","25.0494280132463"
"5.931142634E9","華安大藥局","蘆洲區","新北市蘆洲區長安街48號1樓","陳文禎","02-22881168","296736.01","2774688.17","121.463303980478","25.0797247932891"
"5.931025398E9","昌誠藥局","三重區","新北市三重區三和路4段161號1樓","劉汶玲","02-22876338","298781.95","2774568.84","121.483581037187","25.0785827717312"
"5.931024524E9","陽明藥師藥局","三重區","新北市三重區三和路4段163巷15號","許智炫","02-22867848","298813.86","2774590.67","121.483898210719","25.0787788056149"
